employee_id,month,department,overtime,performance_rating,job_satisfaction,environment_satisfaction,years_with_manager,complaint_from_team,complaint_about_job,volunteering,behavioral_change_flag,true_simulated_risk_pct,left_company
35,2025-09-01,Sales,0,3,3.2,3.1,4.9,0,0,0,0,2.4,0
35,2025-10-01,Sales,1,3,3.2,4.2,5.0,0,0,1,0,2.6,1
36,2025-01-01,Operations,1,4,3.6,4.7,0.4,0,0,1,0,3.8,0
36,2025-02-01,Operations,0,4,3.5,4.3,0.5,0,1,1,0,3.6,0
36,2025-03-01,Operations,1,5,3.9,4.3,0.6,0,0,0,0,7.1,0
36,2025-04-01,Operations,0,2,3.8,4.3,0.7,0,0,0,0,2.0,0
36,2025-05-01,Operations,1,4,3.7,4.8,0.7,0,1,1,0,6.8,0
36,2025-06-01,Operations,0,2,2.9,4.7,0.8,0,0,0,0,2.4,0
36,2025-07-01,Operations,1,2,4.1,4.1,0.9,0,0,1,0,2.7,0
36,2025-08-01,Operations,0,3,2.8,4.9,1.0,0,1,0,1,8.9,0
36,2025-09-01,Operations,1,3,3.7,4.0,1.1,0,1,0,0,11.1,0
36,2025-10-01,Operations,1,3,3.3,4.1,1.1,0,0,0,0,6.5,0
36,2025-11-01,Operations,0,2,3.7,5.0,1.2,0,0,1,0,1.0,0
36,2025-12-01,Operations,1,4,4.2,5.0,1.3,1,0,1,0,4.2,0
37,2025-01-01,Sales,0,2,3.8,4.0,5.6,0,0,0,0,1.2,0
37,2025-02-01,Sales,1,4,4.0,3.3,5.7,0,0,1,0,2.7,0
37,2025-03-01,Sales,0,4,3.2,2.8,5.8,0,0,1,0,1.7,0
37,2025-04-01,Sales,0,4,4.0,4.1,5.8,0,0,1,1,1.6,0
37,2025-05-01,Sales,0,2,3.5,2.6,5.9,1,0,1,0,2.0,0
37,2025-06-01,Sales,0,4,3.3,3.3,6.0,0,1,1,0,2.8,0
37,2025-07-01,Sales,1,3,3.8,3.0,6.1,0,1,0,1,14.0,0
37,2025-08-01,Sales,1,4,4.3,3.4,6.2,0,0,0,1,6.5,0
37,2025-09-01,Sales,1,3,3.6,3.1,6.3,0,0,0,0,4.3,0
37,2025-10-01,Sales,1,3,2.8,3.2,6.3,0,0,0,0,5.5,0
37,2025-11-01,Sales,0,4,3.1,3.2,6.4,0,1,0,0,4.7,0
37,2025-12-01,Sales,0,3,4.4,3.6,6.5,0,0,1,0,0.7,0
38,2025-01-01,Sales,0,2,1.4,3.6,2.8,0,1,1,0,5.2,0
38,2025-02-01,Sales,1,5,2.0,3.0,2.9,0,1,0,0,25.0,0
38,2025-03-01,Sales,0,3,3.1,3.0,3.0,0,0,0,1,5.8,0
38,2025-04-01,Sales,0,1,2.4,4.6,3.0,0,0,0,0,1.9,0
38,2025-05-01,Sales,0,2,2.8,2.8,3.1,0,0,0,0,3.3,0
38,2025-06-01,Sales,0,3,2.4,2.8,3.2,1,0,0,0,6.8,0
38,2025-07-01,Sales,1,4,2.1,2.9,3.3,1,0,0,0,18.2,0
38,2025-08-01,Sales,1,3,3.3,3.6,3.4,0,0,0,0,5.8,0
38,2025-09-01,Sales,1,3,2.2,3.2,3.5,0,1,0,0,16.8,0
38,2025-10-01,Sales,0,4,3.2,3.1,3.5,0,0,0,0,3.3,0
38,2025-11-01,Sales,0,3,3.1,3.0,3.6,0,0,1,0,1.9,0
38,2025-12-01,Sales,0,3,1.8,3.1,3.7,0,1,0,1,14.8,0
39,2025-01-01,Sales,1,3,3.8,3.3,2.4,0,1,0,0,11.3,1
40,2025-01-01,Operations,0,3,2.7,4.5,1.4,0,0,0,0,2.9,0
40,2025-02-01,Operations,1,3,2.7,3.9,1.5,1,0,0,0,12.5,0
40,2025-03-01,Operations,1,2,1.9,3.7,1.6,0,0,0,0,9.4,0
40,2025-04-01,Operations,1,3,1.8,3.8,1.6,1,0,0,0,16.6,0
40,2025-05-01,Operations,1,3,2.8,4.8,1.7,0,1,1,0,7.1,1
41,2025-01-01,Sales,0,3,3.9,2.0,2.5,0,0,0,0,3.5,0
41,2025-02-01,Sales,0,4,3.8,3.4,2.6,0,0,0,0,2.8,0
41,2025-03-01,Sales,0,3,3.1,2.4,2.7,0,0,1,0,2.5,0
41,2025-04-01,Sales,1,4,3.5,2.9,2.8,0,0,1,0,5.1,0
41,2025-05-01,Sales,0,2,3.6,2.6,2.8,0,0,1,0,1.7,0
41,2025-06-01,Sales,0,3,2.8,2.8,2.9,1,0,1,0,3.8,0
41,2025-07-01,Sales,0,3,3.6,2.6,3.0,0,0,1,0,1.9,0
41,2025-08-01,Sales,0,3,3.9,2.7,3.1,0,0,0,0,2.7,0
41,2025-09-01,Sales,0,3,3.2,3.1,3.2,0,0,1,0,1.8,0
41,2025-10-01,Sales,0,3,3.9,2.4,3.2,0,1,1,0,3.5,1
42,2025-01-01,Engineering,1,5,2.6,3.0,3.9,0,0,1,0,6.7,0
42,2025-02-01,Engineering,0,3,1.3,3.7,4.0,1,1,0,0,13.1,0
42,2025-03-01,Engineering,0,2,1.5,3.7,4.1,0,0,0,0,3.5,0
42,2025-04-01,Engineering,0,4,1.8,2.9,4.2,1,0,0,0,8.3,0
42,2025-05-01,Engineering,1,4,2.3,3.8,4.2,0,1,0,0,14.8,0
42,2025-06-01,Engineering,1,4,2.2,3.2,4.3,1,0,1,0,9.6,0
42,2025-07-01,Engineering,1,4,2.2,4.3,4.4,0,0,0,0,7.0,0
42,2025-08-01,Engineering,0,1,3.2,2.7,4.5,0,0,1,0,1.3,0
42,2025-09-01,Engineering,1,3,2.2,3.7,4.6,0,1,0,0,13.2,0
42,2025-10-01,Engineering,0,4,1.3,3.7,4.7,0,0,0,1,8.1,0
42,2025-11-01,Engineering,0,2,2.3,2.5,4.7,0,0,1,1,3.8,0
42,2025-12-01,Engineering,0,4,2.1,3.0,4.8,0,0,0,0,4.3,0
43,2025-01-01,Sales,0,4,2.7,3.1,0.2,0,0,1,0,3.6,0
43,2025-02-01,Sales,0,4,3.3,3.9,0.3,0,0,0,0,3.7,0
43,2025-03-01,Sales,0,1,2.4,4.3,0.4,0,0,0,0,2.9,0
43,2025-04-01,Sales,0,3,2.9,3.4,0.5,0,0,0,0,4.1,0
43,2025-05-01,Sales,0,5,2.3,4.8,0.5,0,1,0,1,14.7,0
43,2025-06-01,Sales,0,2,2.5,3.3,0.6,0,1,1,0,5.0,0
43,2025-07-01,Sales,0,4,2.4,4.7,0.7,0,0,1,0,2.3,0
43,2025-08-01,Sales,1,2,3.0,4.6,0.8,0,1,0,0,10.7,0
43,2025-09-01,Sales,0,2,2.3,4.6,0.9,0,1,0,1,10.0,0
43,2025-10-01,Sales,1,3,3.1,3.6,0.9,0,1,0,0,15.1,0
43,2025-11-01,Sales,1,3,3.2,4.5,1.0,0,0,1,0,3.8,0
43,2025-12-01,Sales,1,5,3.1,3.5,1.1,0,0,1,0,6.8,1
44,2025-01-01,Sales,1,3,2.9,3.4,0.3,0,0,0,0,9.8,1
45,2025-01-01,Customer Support,0,1,3.7,4.3,1.0,0,1,1,0,2.1,0
45,2025-02-01,Customer Support,0,3,3.2,4.6,1.1,0,0,1,0,1.5,0
45,2025-03-01,Customer Support,1,3,3.6,4.4,1.2,0,0,1,0,3.3,1
46,2025-01-01,Sales,0,4,3.0,1.5,3.8,0,0,1,0,3.4,0
46,2025-02-01,Sales,0,4,4.4,2.2,3.9,0,0,0,0,2.7,0
46,2025-03-01,Sales,0,3,3.5,2.8,4.0,0,0,0,0,2.7,0
46,2025-04-01,Sales,0,5,3.5,2.2,4.0,0,0,1,0,2.6,0
46,2025-05-01,Sales,1,3,4.2,2.1,4.1,0,0,0,0,6.1,0
46,2025-06-01,Sales,0,2,4.5,2.9,4.2,0,0,1,0,0.9,0
46,2025-07-01,Sales,0,3,2.8,3.0,4.3,0,0,1,0,1.9,0
46,2025-08-01,Sales,0,4,3.2,2.5,4.4,0,0,1,0,2.2,0
46,2025-09-01,Sales,0,5,3.6,2.1,4.5,0,1,1,0,4.8,0
46,2025-10-01,Sales,0,2,3.4,3.6,4.5,0,0,1,0,1.1,0
46,2025-11-01,Sales,0,3,3.6,2.9,4.6,0,0,0,0,2.3,0
46,2025-12-01,Sales,0,4,3.8,2.0,4.7,1,0,0,0,5.2,0
47,2025-01-01,Sales,0,3,2.2,3.6,2.4,0,1,0,1,13.1,0
47,2025-02-01,Sales,0,2,3.0,2.5,2.5,0,0,0,0,3.6,0
47,2025-03-01,Sales,0,2,2.1,2.9,2.6,0,1,0,0,8.2,0
47,2025-04-01,Sales,0,3,1.8,2.4,2.6,1,0,0,0,9.9,0
47,2025-05-01,Sales,0,3,1.8,3.4,2.7,0,0,0,0,4.6,0
47,2025-06-01,Sales,0,3,2.0,2.4,2.8,0,0,0,0,5.7,0
47,2025-07-01,Sales,1,4,1.7,2.5,2.9,0,0,0,0,15.5,1
48,2025-01-01,Engineering,0,4,4.0,3.7,1.3,0,0,1,0,1.7,0
48,2025-02-01,Engineering,1,2,4.7,3.2,1.4,0,0,1,0,2.7,0
48,2025-03-01,Engineering,0,4,4.5,3.4,1.5,0,0,1,0,1.5,0
48,2025-04-01,Engineering,0,3,3.5,2.9,1.6,0,0,1,0,2.1,0
48,2025-05-01,Engineering,0,3,3.4,3.1,1.6,0,0,1,0,2.1,0
48,2025-06-01,Engineering,1,5,4.1,2.9,1.7,0,0,0,0,8.6,0
48,2025-07-01,Engineering,0,4,4.0,3.2,1.8,0,0,1,0,1.8,1
49,2025-01-01,Customer Support,0,3,2.7,4.1,2.9,0,0,0,0,2.7,0
49,2025-02-01,Customer Support,1,4,1.7,5.0,3.0,1,0,0,0,12.4,0
49,2025-03-01,Customer Support,1,4,2.2,4.3,3.1,0,0,1,0,5.1,0
49,2025-04-01,Customer Support,0,4,2.1,5.0,3.1,0,1,1,1,6.3,1
50,2025-01-01,Customer Support,0,3,3.0,2.8,3.3,0,0,0,0,3.4,0
50,2025-02-01,Customer Support,1,2,3.7,2.0,3.4,0,0,0,0,6.9,0
50,2025-03-01,Customer Support,0,5,2.3,1.9,3.5,0,0,0,0,7.3,0
50,2025-04-01,Customer Support,0,4,3.3,3.4,3.5,0,0,1,0,1.8,0
50,2025-05-01,Customer Support,0,5,2.3,1.6,3.6,0,0,0,0,7.8,1
51,2025-01-01,Engineering,0,3,3.6,1.4,3.8,0,0,0,0,4.0,0
51,2025-02-01,Engineering,1,4,3.5,3.5,3.9,1,0,0,0,9.6,0
51,2025-03-01,Engineering,0,3,3.5,1.8,4.0,0,0,1,0,2.2,0
51,2025-04-01,Engineering,0,2,3.3,2.3,4.0,0,0,1,0,1.8,0
51,2025-05-01,Engineering,1,2,3.2,3.2,4.1,0,0,1,0,3.3,0
51,2025-06-01,Engineering,1,4,3.1,2.5,4.2,0,0,1,0,5.5,0
51,2025-07-01,Engineering,0,4,3.7,3.1,4.3,0,0,0,1,4.6,0
51,2025-08-01,Engineering,1,4,2.9,3.1,4.4,1,0,0,0,12.2,0
51,2025-09-01,Engineering,0,4,3.3,1.9,4.5,0,0,1,0,2.5,0
51,2025-10-01,Engineering,0,2,3.0,2.7,4.5,0,0,1,0,1.6,0
51,2025-11-01,Engineering,1,3,2.5,2.1,4.6,0,0,0,0,9.9,0
51,2025-12-01,Engineering,1,3,3.6,2.4,4.7,0,1,1,0,7.6,0
52,2025-01-01,Customer Support,1,3,3.4,2.7,1.9,0,0,1,0,5.3,0
52,2025-02-01,Customer Support,1,4,3.1,3.0,2.0,0,1,0,0,17.9,0
52,2025-03-01,Customer Support,0,4,3.3,3.1,2.1,0,0,1,0,2.3,0
52,2025-04-01,Customer Support,0,2,4.6,2.8,2.1,0,0,1,0,1.2,0
52,2025-05-01,Customer Support,0,4,3.7,2.9,2.2,0,0,1,0,2.1,0
52,2025-06-01,Customer Support,1,2,3.9,3.1,2.3,0,0,0,0,5.4,0
52,2025-07-01,Customer Support,0,3,2.8,1.9,2.4,0,0,1,0,3.3,0
52,2025-08-01,Customer Support,0,3,3.2,1.8,2.5,0,0,0,0,4.7,0
52,2025-09-01,Customer Support,0,5,2.7,2.4,2.6,0,0,0,0,6.1,0
52,2025-10-01,Customer Support,0,3,3.8,1.9,2.6,0,1,1,0,4.5,0
52,2025-11-01,Customer Support,0,3,3.6,2.4,2.7,1,0,0,0,5.4,0
52,2025-12-01,Customer Support,0,5,3.9,2.5,2.8,0,0,1,0,2.4,0
53,2025-01-01,Operations,0,5,3.0,2.3,5.9,1,1,0,0,11.9,0
53,2025-02-01,Operations,0,2,2.6,2.9,6.0,0,0,0,0,2.4,0
53,2025-03-01,Operations,0,4,3.0,2.5,6.1,0,0,0,0,3.1,0
53,2025-04-01,Operations,0,3,2.7,2.6,6.2,0,0,1,0,1.8,0
53,2025-05-01,Operations,0,2,3.1,2.9,6.2,0,0,1,0,1.2,0
53,2025-06-01,Operations,0,5,2.9,2.8,6.3,0,0,0,0,3.4,0
53,2025-07-01,Operations,1,2,2.6,2.7,6.4,0,0,0,0,5.8,0
53,2025-08-01,Operations,0,3,2.5,2.9,6.5,0,1,1,0,3.3,0
53,2025-09-01,Operations,0,3,3.2,3.1,6.6,0,0,0,1,3.6,0
53,2025-10-01,Operations,1,4,2.1,3.0,6.7,1,1,1,0,14.9,0
53,2025-11-01,Operations,0,3,2.3,2.6,6.7,0,0,0,0,3.1,0
53,2025-12-01,Operations,0,3,2.7,2.8,6.8,0,0,0,0,2.5,0
54,2025-01-01,Sales,0,3,2.3,4.7,1.1,0,0,0,0,3.2,0
54,2025-02-01,Sales,0,3,1.8,4.0,1.2,1,0,0,0,7.4,0
54,2025-03-01,Sales,1,3,2.8,3.9,1.3,0,1,0,0,14.7,0
54,2025-04-01,Sales,0,3,2.8,5.0,1.4,0,1,0,0,4.8,0
54,2025-05-01,Sales,0,3,2.4,3.5,1.4,0,1,1,0,5.2,0
54,2025-06-01,Sales,1,3,1.0,4.6,1.5,0,1,1,0,13.5,0
54,2025-07-01,Sales,1,3,3.1,4.0,1.6,1,0,1,0,6.7,0
54,2025-08-01,Sales,0,3,2.2,4.0,1.7,0,0,0,0,3.8,0
54,2025-09-01,Sales,0,5,2.2,3.8,1.8,0,0,0,1,9.3,0
54,2025-10-01,Sales,1,2,1.2,4.3,1.9,0,0,0,0,9.6,0
54,2025-11-01,Sales,0,4,2.9,3.7,1.9,0,0,0,0,3.7,0
54,2025-12-01,Sales,1,2,2.9,4.0,2.0,0,0,0,0,6.0,0
55,2025-01-01,Engineering,1,3,3.4,4.0,2.0,0,0,1,0,3.6,0
55,2025-02-01,Engineering,0,2,3.6,4.4,2.1,0,0,1,1,1.9,0
55,2025-03-01,Engineering,1,2,2.5,4.2,2.2,0,1,0,0,11.9,0
55,2025-04-01,Engineering,0,2,3.5,4.8,2.2,1,0,1,0,1.6,0
55,2025-05-01,Engineering,0,2,3.9,4.9,2.3,0,0,1,0,0.8,0
55,2025-06-01,Engineering,0,3,3.6,4.1,2.4,0,0,0,0,2.1,0
55,2025-07-01,Engineering,1,2,3.3,4.5,2.5,0,0,0,0,4.3,0
55,2025-08-01,Engineering,1,3,3.2,4.1,2.6,0,1,1,0,6.8,0
55,2025-09-01,Engineering,0,5,3.0,4.1,2.7,0,0,0,0,3.4,0
55,2025-10-01,Engineering,1,3,3.0,4.7,2.8,0,0,0,0,5.0,0
55,2025-11-01,Engineering,0,3,2.7,3.6,2.8,0,0,0,0,3.2,0
55,2025-12-01,Engineering,1,3,3.8,3.6,2.9,0,0,1,0,3.2,0
56,2025-01-01,Engineering,0,3,3.5,3.3,3.7,0,0,1,0,1.5,0
56,2025-02-01,Engineering,1,4,3.1,4.0,3.8,1,0,0,0,9.6,0
56,2025-03-01,Engineering,0,3,4.1,4.3,3.9,0,0,0,0,1.4,0
56,2025-04-01,Engineering,1,4,4.5,3.5,4.0,0,0,0,0,4.3,1
57,2025-01-01,Engineering,0,3,2.7,2.3,5.9,0,0,0,0,3.3,0
57,2025-02-01,Engineering,0,3,2.8,2.5,6.0,1,0,1,0,2.9,0
57,2025-03-01,Engineering,1,2,2.9,2.7,6.1,0,1,0,0,10.4,0
57,2025-04-01,Engineering,1,4,3.2,2.4,6.2,0,0,1,0,4.4,0
57,2025-05-01,Engineering,1,3,3.4,2.2,6.2,0,1,0,1,19.1,0
57,2025-06-01,Engineering,0,3,3.5,1.9,6.3,0,0,0,0,2.7,0
57,2025-07-01,Engineering,0,5,2.2,1.6,6.4,0,0,1,0,3.7,0
57,2025-08-01,Engineering,1,5,2.5,2.5,6.5,0,1,0,0,17.4,0
57,2025-09-01,Engineering,1,1,2.8,1.1,6.6,1,0,0,0,11.4,0
57,2025-10-01,Engineering,0,1,2.5,2.1,6.7,0,0,1,0,1.5,0
57,2025-11-01,Engineering,0,3,1.9,2.5,6.7,0,1,0,0,7.1,0
57,2025-12-01,Engineering,0,3,3.6,2.2,6.8,0,1,0,1,7.7,0
58,2025-01-01,Sales,1,4,2.4,3.7,4.3,0,0,0,0,7.8,0
58,2025-02-01,Sales,0,2,3.8,3.2,4.4,0,0,0,0,1.8,0
58,2025-03-01,Sales,0,4,3.2,3.3,4.5,1,0,1,0,2.8,0
58,2025-04-01,Sales,0,2,3.2,2.9,4.5,1,0,1,0,2.3,0
58,2025-05-01,Sales,0,2,2.0,3.3,4.6,0,0,0,1,5.5,0
58,2025-06-01,Sales,0,4,2.9,3.1,4.7,0,0,0,0,3.2,0
58,2025-07-01,Sales,0,3,3.9,4.4,4.8,0,0,1,0,0.8,0
58,2025-08-01,Sales,0,3,2.1,3.3,4.9,1,1,0,0,10.3,0
58,2025-09-01,Sales,0,5,2.4,2.3,5.0,1,0,1,0,5.3,0
58,2025-10-01,Sales,1,3,2.5,2.4,5.0,0,1,0,0,16.2,0
58,2025-11-01,Sales,0,3,3.4,3.3,5.1,0,0,0,0,2.1,0
58,2025-12-01,Sales,0,3,3.1,2.9,5.2,0,1,1,0,3.1,0
59,2025-01-01,Customer Support,0,2,1.5,3.3,0.3,0,0,0,0,6.0,0
59,2025-02-01,Customer Support,1,2,1.3,4.1,0.4,0,1,0,1,32.5,1
60,2025-01-01,Customer Support,0,3,3.2,4.0,4.4,0,0,1,0,1.2,0
60,2025-02-01,Customer Support,0,4,4.3,3.2,4.5,0,0,1,0,1.2,0
60,2025-03-01,Customer Support,0,3,3.4,3.4,4.6,1,0,0,0,3.5,0
60,2025-04-01,Customer Support,0,5,3.2,3.5,4.7,0,0,0,0,3.0,0
60,2025-05-01,Customer Support,0,3,2.4,2.9,4.7,0,1,0,1,11.7,0
60,2025-06-01,Customer Support,0,4,3.8,3.9,4.8,1,0,1,0,1.8,0
60,2025-07-01,Customer Support,0,5,3.7,2.5,4.9,0,0,1,0,2.0,0
60,2025-08-01,Customer Support,0,1,3.2,3.4,5.0,0,0,1,0,1.0,0
60,2025-09-01,Customer Support,1,2,2.9,3.6,5.1,0,0,1,0,2.9,0
60,2025-10-01,Customer Support,1,5,3.7,4.3,5.2,0,0,0,0,4.5,0
60,2025-11-01,Customer Support,0,1,3.4,3.0,5.2,0,0,0,0,1.7,0
60,2025-12-01,Customer Support,0,2,3.2,3.8,5.3,0,0,0,0,1.6,0
61,2025-01-01,Sales,1,3,4.0,3.2,2.3,0,0,1,0,3.6,0
61,2025-02-01,Sales,0,3,3.4,3.4,2.4,1,1,0,1,14.8,0
61,2025-03-01,Sales,0,4,3.6,2.6,2.5,1,1,1,0,7.3,0
61,2025-04-01,Sales,1,3,4.4,3.0,2.5,0,1,1,0,6.4,0
61,2025-05-01,Sales,0,3,3.4,3.1,2.6,0,0,1,0,1.8,0
61,2025-06-01,Sales,0,3,3.3,2.9,2.7,0,1,1,0,3.9,0
61,2025-07-01,Sales,0,3,4.0,3.3,2.8,0,0,1,0,1.4,0
61,2025-08-01,Sales,0,3,4.0,3.3,2.9,0,0,1,0,1.4,0
61,2025-09-01,Sales,0,1,3.5,2.7,3.0,0,0,0,0,2.3,0
61,2025-10-01,Sales,0,4,2.6,3.4,3.0,0,0,0,0,4.0,0
61,2025-11-01,Sales,0,4,3.6,2.6,3.1,0,1,1,0,4.3,0
61,2025-12-01,Sales,1,5,4.1,3.4,3.2,0,0,1,0,4.0,0
62,2025-01-01,Customer Support,0,3,4.1,3.0,0.2,0,0,1,0,2.0,0
62,2025-02-01,Customer Support,0,3,4.7,2.8,0.3,0,0,1,0,1.7,0
62,2025-03-01,Customer Support,0,4,4.0,3.4,0.4,0,0,0,0,3.3,0
62,2025-04-01,Customer Support,1,4,3.7,3.6,0.5,1,0,1,0,8.1,0
62,2025-05-01,Customer Support,1,3,3.4,3.1,0.5,0,0,0,0,8.9,0
62,2025-06-01,Customer Support,1,2,4.2,4.1,0.6,0,0,1,0,2.7,0
62,2025-07-01,Customer Support,0,2,4.4,3.4,0.7,0,0,1,0,1.3,0
62,2025-08-01,Customer Support,1,2,4.3,3.3,0.8,0,1,0,0,10.1,0
62,2025-09-01,Customer Support,0,3,4.4,3.1,0.9,1,1,0,1,13.8,0
62,2025-10-01,Customer Support,0,3,3.8,3.6,0.9,0,0,1,0,1.7,0
62,2025-11-01,Customer Support,0,4,4.0,3.3,1.0,0,0,1,0,2.0,0
62,2025-12-01,Customer Support,0,3,4.1,3.1,1.1,0,1,1,0,3.4,0
63,2025-01-01,Sales,0,2,2.4,3.5,0.6,0,0,1,0,2.5,0
63,2025-02-01,Sales,0,3,2.5,3.3,0.7,0,1,0,0,9.1,0
63,2025-03-01,Sales,0,3,3.3,2.3,0.8,0,0,1,1,5.3,0
63,2025-04-01,Sales,1,4,2.5,3.4,0.8,0,1,0,0,21.6,1
64,2025-01-01,Sales,0,3,2.7,2.8,4.4,1,1,1,0,6.5,0
64,2025-02-01,Sales,0,2,4.5,2.7,4.5,0,0,1,0,1.0,0
64,2025-03-01,Sales,1,3,2.7,3.0,4.6,0,0,1,0,4.5,0
64,2025-04-01,Sales,1,3,4.3,2.1,4.7,0,0,1,0,3.4,0
64,2025-05-01,Sales,0,3,4.2,2.6,4.7,0,0,0,0,2.1,0
64,2025-06-01,Sales,1,4,3.3,3.9,4.8,0,0,0,0,5.2,0
64,2025-07-01,Sales,0,4,3.0,3.1,4.9,0,0,1,0,1.9,0
64,2025-08-01,Sales,0,2,3.8,2.3,5.0,1,0,1,0,2.1,0
64,2025-09-01,Sales,1,3,3.9,3.6,5.1,0,0,0,0,3.9,0
64,2025-10-01,Sales,0,4,3.9,2.4,5.2,0,0,0,0,2.6,0
64,2025-11-01,Sales,1,3,2.7,2.2,5.2,0,0,1,0,5.3,0
64,2025-12-01,Sales,1,3,3.4,2.0,5.3,0,0,1,0,4.4,0
65,2025-01-01,Engineering,1,5,4.1,3.5,5.4,0,0,1,0,3.0,0
65,2025-02-01,Engineering,0,3,3.3,4.2,5.5,0,1,0,0,3.2,1
66,2025-01-01,Engineering,0,4,2.9,4.5,4.9,0,0,0,0,2.1,0
66,2025-02-01,Engineering,0,4,3.4,3.5,5.0,0,0,1,0,1.4,0
66,2025-03-01,Engineering,0,3,4.3,3.1,5.1,0,1,1,0,2.0,0
66,2025-04-01,Engineering,0,5,4.9,3.4,5.2,0,1,0,0,3.2,0
66,2025-05-01,Engineering,1,2,4.1,3.1,5.2,0,0,0,0,3.6,0
66,2025-06-01,Engineering,0,4,3.4,3.6,5.3,0,0,0,0,2.2,0
66,2025-07-01,Engineering,0,4,4.6,3.5,5.4,1,0,1,0,1.5,0
66,2025-08-01,Engineering,1,1,3.5,4.0,5.5,0,0,0,0,2.8,0
66,2025-09-01,Engineering,0,3,3.9,4.2,5.6,0,0,0,0,1.3,0
66,2025-10-01,Engineering,0,1,3.7,3.4,5.7,0,0,0,0,1.3,0
66,2025-11-01,Engineering,0,3,3.5,3.0,5.7,0,0,0,0,2.1,0
66,2025-12-01,Engineering,0,3,4.5,2.7,5.8,0,0,1,0,1.0,0
67,2025-01-01,Engineering,0,4,3.4,2.0,5.4,0,0,1,1,3.8,0
67,2025-02-01,Engineering,1,2,3.6,3.1,5.5,1,0,1,0,4.1,0
67,2025-03-01,Engineering,0,4,3.4,3.4,5.6,0,0,0,0,2.2,0
67,2025-04-01,Engineering,0,3,3.0,2.7,5.7,0,0,0,0,2.7,0
67,2025-05-01,Engineering,1,4,3.4,2.0,5.7,0,0,1,0,4.9,0
67,2025-06-01,Engineering,0,3,3.6,2.5,5.8,0,0,0,0,2.3,0
67,2025-07-01,Engineering,0,3,3.1,2.7,5.9,0,0,1,0,1.5,0
67,2025-08-01,Engineering,0,4,2.6,2.5,6.0,1,0,1,1,6.4,0
67,2025-09-01,Engineering,0,3,3.6,2.2,6.1,0,0,1,0,1.5,0
67,2025-10-01,Engineering,0,3,3.7,2.7,6.2,0,1,1,0,2.4,0
67,2025-11-01,Engineering,0,3,2.9,1.8,6.2,0,0,0,0,3.4,0
67,2025-12-01,Engineering,1,3,3.6,2.0,6.3,0,0,1,0,3.7,0
68,2025-01-01,Sales,1,3,2.9,1.7,5.9,1,0,0,0,13.2,0
68,2025-02-01,Sales,0,4,2.4,2.7,6.0,0,1,0,0,7.1,0
68,2025-03-01,Sales,1,2,2.1,2.2,6.1,0,0,0,0,8.1,0
68,2025-04-01,Sales,0,4,2.4,2.5,6.2,1,0,1,0,3.8,0
68,2025-05-01,Sales,1,3,2.0,2.4,6.2,0,0,1,0,5.7,0
68,2025-06-01,Sales,0,2,2.6,3.2,6.3,0,0,0,0,2.1,0
68,2025-07-01,Sales,0,3,2.7,2.8,6.4,0,1,0,0,5.2,0
68,2025-08-01,Sales,1,4,2.0,2.5,6.5,0,1,0,0,17.8,0
68,2025-09-01,Sales,0,4,1.9,3.3,6.6,0,0,0,0,3.4,0
68,2025-10-01,Sales,0,5,2.3,2.2,6.7,1,1,0,0,14.0,1
69,2025-01-01,Customer Support,0,4,2.1,4.2,2.2,0,0,0,0,4.1,0
69,2025-02-01,Customer Support,0,3,2.8,5.0,2.3,0,0,0,0,2.2,0
69,2025-03-01,Customer Support,0,2,2.4,5.0,2.4,1,0,0,0,3.5,0
69,2025-04-01,Customer Support,0,4,2.6,5.0,2.5,0,1,0,0,5.2,0
69,2025-05-01,Customer Support,0,4,1.3,4.6,2.5,0,0,0,0,4.6,0
69,2025-06-01,Customer Support,1,4,2.4,5.0,2.6,0,0,0,0,6.6,0
69,2025-07-01,Customer Support,0,4,2.1,5.0,2.7,0,0,0,0,3.1,0
69,2025-08-01,Customer Support,1,3,1.6,5.0,2.8,1,1,1,0,13.6,0
69,2025-09-01,Customer Support,0,1,2.4,5.0,2.9,0,0,1,0,1.1,0
69,2025-10-01,Customer Support,1,2,2.3,4.5,3.0,1,1,0,1,26.6,0
69,2025-11-01,Customer Support,0,2,2.3,4.6,3.0,0,1,1,0,2.8,0
69,2025-12-01,Customer Support,1,5,2.6,5.0,3.1,0,0,0,0,6.7,1
70,2025-01-01,Customer Support,1,3,4.3,3.3,3.2,0,0,1,0,2.8,0
70,2025-02-01,Customer Support,1,4,4.0,3.1,3.3,0,0,1,0,3.8,0
70,2025-03-01,Customer Support,1,3,4.7,3.0,3.4,0,1,1,0,5.2,0
70,2025-04-01,Customer Support,0,3,5.0,3.4,3.5,0,0,1,0,0.9,0
70,2025-05-01,Customer Support,0,2,5.0,3.4,3.5,0,0,1,0,0.7,0
70,2025-06-01,Customer Support,0,3,4.2,3.0,3.6,0,0,0,0,2.1,0
70,2025-07-01,Customer Support,1,4,4.5,3.4,3.7,0,0,1,0,2.8,0
70,2025-08-01,Customer Support,1,3,4.4,3.7,3.8,0,0,1,0,2.3,0
70,2025-09-01,Customer Support,0,3,4.7,4.0,3.9,1,1,0,0,4.1,0
70,2025-10-01,Customer Support,1,3,5.0,2.7,4.0,0,1,0,0,7.7,0
70,2025-11-01,Customer Support,0,4,4.1,3.4,4.0,0,0,1,0,1.3,1
